,url,article,text
0,https://myrainplan.com,"Plan Your Project First.
Find Funding Fast.
Search for stormwater incentives in your area!
Search for stormwater incentives unique to your property!
How it Works
Welcome to the first green infrastructure marketplace!
We combine all the planning tools you need in one place and help you discover stormwater incentives for cost-effective projects.
We organize and optimize your project ideas!
We find you stormwater incentives that pay you back!
We bring contractor bids straight to your inbox!
Whether you are looking for a way to offset renovation costs, are dealing with a specific water runoff issue, or want to impact your community’s water quality–we can help you find the best price for your retrofit through stormwater incentive matching.
Green the Status Quo
Invest in Stormwater
Reduction in water bills, energy bills, and city fees based on the property project.
Projects like green roofs and permeable pavers last 2x longer than traditional roofs and driveways.
Time is money but with Rainplan you won’t spend hours doing paperwork, finding a contractor, and scheduling assessments. We do it for you!
Green the Status Quo
Invest in Stormwater
Reduction in water bills, energy bills, and city fees based on the property project.
Projects like green roofs and permeable pavers last 2x longer than traditional roofs and driveways.
Time is money but with Rainplan you won’t spend hours doing paperwork, finding a contractor, and scheduling assessments. We do it for you!
What projects are Eligible for Rebates?
Stormwater projects are more than just a way to offset water damage and water pollution runoff. They can also add resale value, curb appeal, and are more durable than traditional renovation methods.
Rainwater Pond
Bioswales
Turn the tables on pooling water and poor drainage with bioswales and dry wells. These methods will move water offsite or pull it back into ground so your soil is enhanced without the damage to your property.",plan project first find funding fast search stormwater incentives area search stormwater incentives unique property works welcome first green infrastructure marketplace combine planning tools need one place help discover stormwater incentives cost effective projects organize optimize project ideas find stormwater incentives pay back bring contractor bids straight inbox whether looking way offset renovation costs dealing specific water runoff issue want impact community water quality help find best price retrofit stormwater incentive matching green status quo invest stormwater reduction water bills energy bills city fees based property project projects like green roofs permeable pavers last 2x longer traditional roofs driveways time money rainplan spend hours paperwork finding contractor scheduling assessments green status quo invest stormwater reduction water bills energy bills city fees based property project projects like green roofs permeable pavers last 2x longer traditional roofs driveways time money rainplan spend hours paperwork finding contractor scheduling assessments projects eligible rebates stormwater projects way offset water damage water pollution runoff also add resale value curb appeal durable traditional renovation methods rainwater pond bioswales turn tables pooling water poor drainage bioswales dry wells methods move water offsite pull back ground soil enhanced without damage property
1,https://myrainplan.com/about-rainplan/,"Welcome to the rain revolution.
Rainplan is the first technology company designed to bridge the gap between stormwater incentive programs, contractors, and property owners.
Why Stormwater?
—-
We live in a concrete country.
With growing cities and numerous hardscapes, water runoff is moving faster than ever and picking up chemicals, oils, and bacteria carrying them out into our waterways.
Stormwater drainage affects everything.
- Economies.
- Health.
- Sustainable communities.
- Your utility bills.
Over HALF of United States waterways are deemed unfit for swimming, drinking, and sustaining aquatic life.
Here’s what we plan to do about it:
Roughly 80% of urban areas are private property.
Imagine if we could mobilize and empower these property owners to adopt stormwater best practices on their landscapes!
Removing financial barriers.
Removing time constraints.
Removing confusion.
Our Vision
Our vision is to energize the stormwater
marketplace by bringing stormwater
management to the forefront of urban
property improvements.
Our Mission
Through our app we knock down the barriers of
financing and time management to bring green
infrastructure into a more accessible marketplace for both contractors and property owners.
Where We Are
For everyone ambitious. and curious, we offer a freemium account to create your Rainplan and operate your dashboard. For those in our Early Access phase, we also provide contractor-matching services, project financing with hassle-free terms, and incentive application filing.",welcome rain revolution rainplan first technology company designed bridge gap stormwater incentive programs contractors property owners stormwater live concrete country growing cities numerous hardscapes water runoff moving faster ever picking chemicals oils bacteria carrying waterways stormwater drainage affects everything economies health sustainable communities utility bills half united states waterways deemed unfit swimming drinking sustaining aquatic life plan roughly urban areas private property imagine could mobilize empower property owners adopt stormwater best practices landscapes removing financial barriers removing time constraints removing confusion vision vision energize stormwater marketplace bringing stormwater management forefront urban property improvements mission app knock barriers financing time management bring green infrastructure accessible marketplace contractors property owners everyone ambitious curious offer freemium account create rainplan operate dashboard early access phase also provide contractor matching services project financing hassle free terms incentive application filing
2,https://myrainplan.com/author/allen/,"Latest Posts
Pages
- About Rainplan
- Contact Us
- Contractors
- Customer Stories
- DMV Stormwater Programs
- Green Roof FAQs
- Green Roof Rebates
- Infographics
- Pay for Permeable Pavers
- Permeable Pavers FAQs
- Privacy Notice
- Rain Garden FAQs
- Rain Garden Rebates
- Rainplan | Your Central Hub for Stormwater Rebates, Incentives, and Resources
- Rainplan FAQ
- Rainwater Harvesting Rebates
- Stormwater Blog
- Stormwater Incentives for Green Projects
- Terms of Use
- Videos",latest posts pages rainplan contact us contractors customer stories dmv stormwater programs green roof faqs green roof rebates infographics pay permeable pavers permeable pavers faqs privacy notice rain garden faqs rain garden rebates rainplan central hub stormwater rebates incentives resources rainplan faq rainwater harvesting rebates stormwater blog stormwater incentives green projects terms use videos
3,https://myrainplan.com/author/hellomyrainplan-com/,"Interested in investing in a rainwater harvesting system but do not know where to start? That’s ok. With a mountain of options, often complex local and state regulations, and confusing or nonexistent stormwater management incentives – it can be...
Recently we posted about residential rainwater collection systems on social media, and it ignited a discussion on whether having a rain barrel was legal or not in their state. We won’t bury the lead here, and rainwater harvesting methods are legal in all 50...
If your property repeatedly flooded due to poor stormwater management and water coming from further uphill, what would you do to fix it? Would you try and control the flooding on your own lawn or go directly to the source? Even if that meant you pay your uphill...
With cities moving into stricter water conservation methods, it has never been a better time to transform commercial property drought landscaping. You might have heard of xeriscape gardens or done your own research for the best rain barrels. Still,...",interested investing rainwater harvesting system know start ok mountain options often complex local state regulations confusing nonexistent stormwater management incentives recently posted residential rainwater collection systems social media ignited discussion whether rain barrel legal state bury lead rainwater harvesting methods legal property repeatedly flooded due poor stormwater management water coming uphill would fix would try control flooding lawn go directly source even meant pay uphill cities moving stricter water conservation methods never better time transform commercial property drought landscaping might heard xeriscape gardens done research best rain barrels still
4,https://myrainplan.com/author/kara-young/,"They say, “good help is hard to find.” When it comes to property improvements…well, good help is still hard to find. Unfortunately, almost everyone either has their own story or, knows someone who has been burned by an ill-executed home...
When preparing to execute a significant construction project, stormwater pollution prevention is likely the last thing on your mind. However, if your project requires a permit, you’ve probably been confronted with SWPPP. Likely, this isn’t the first time...
If you’re assessing a new property or putting one up for sale, you need to be informed. We’ve laid out the top issues that we hear from private property owners, some of the causes, and stormwater best management practices that we would usually recommend. The good news...
What is the Triple Bottom Line Concept and How Can Green Infrastructure Play a Role? The Triple Bottom Line concept is a framework of what a sustainable society would emphasize meant to encourage businesses to consider their social, environmental and financial...",say good help hard find comes property improvements well good help still hard find unfortunately almost everyone either story knows someone burned ill executed home preparing execute significant construction project stormwater pollution prevention likely last thing mind however project requires permit probably confronted swppp likely first time assessing new property putting one sale need informed laid top issues hear private property owners causes stormwater best management practices would usually recommend good news triple bottom line concept green infrastructure play role triple bottom line concept framework sustainable society would emphasize meant encourage businesses consider social environmental financial
5,https://myrainplan.com/benefits-of-green-infrastructure-for-stormwater-runoff/,"Wet Weather Turns into Water Runoff
Stormwater runoff is the single largest cause of water pollution, flooding and property damage. According to FEMA, just one inch of rain can cause $25,000 of damage to your home. More than 22.4 million US properties are at risk of flooding this year, and annual damages from flooding in the US are expected to increase by 30% by the end of the century.
Stormwater also poses a massive threat to our water pollution: 70% of all water pollution comes from pollutants carried in stormwater runoff. An estimated 10 trillion gallons of untreated stormwater runoff, containing everything from raw sewage to trash to toxins, enters US waterways from city sewer systems every year, polluting the environment and our drinking water supplies.
So what can green infrastructure like green roofs, permeable pavers, and rain gardens do about flooding and polluted water runoff?
Modern Methods for Sustainable Water Management
When focusing on ways to navigate stream pollution and polluted runoff, engineers have developed ways to offset water runoff from rapidly entering into our waterways. Here are projects most common for preventing water pollution.
Green Roofs
Green roofs are covered with growing media and vegetation that soak up rain and enable infiltration and evapotranspiration. Installing a green roof on your property can significantly reduce your stormwater runoff and by doing so reduce flood risk and water pollution. A study done by a University of Toronto civil engineer and co-researchers at the school’s Green Roof Innovation Testing Lab showed that green roofs have the capacity to capture an average of 70% of rainfall over a given time.
Permeable Pavers
When rainfall flows over standard concrete driveways and sideways (impermeable surfaces) it contributes to our stormwater problems by picking up pollution, overwhelming our local water systems and posing a flood risk. The switch to permeable pavers helps prevent flooding and reduces pollution by allowing water to seep back into the ground and be filtered at the same time. For example, if you have a 1,000 square foot driveway, permeable pavers enable you to store close to 3,000 gallons of water under your driveway. Additionally, pavers are up to four times stronger than concrete and last two times longer. Permeable pavers have joints which make it flexible and durable as the ground changes. Unlike concrete paveways, it won’t crack when there is an earthquake or when the ground beneath contracts and expands. They also have a higher resale value than concrete because of their longer lifespan and visual appearance.
Rain Gardens
Rain gardens also known as Bioretention, are shallow vegetated basins that collect and absorb stormwater runoff from rooftops, sidewalks, and streets.
According to the Groundwater Foundation, compared to a conventional lawn, rain gardens allow for 30% more water to soak into the ground. Rain gardens are also effective in removing up to 90% of nutrients and chemicals and up to 80% of sediments from the rainwater runoff. A rain garden neutralizes pollutants and allows water to soak into the ground rather than overwhelming our water systems or contribute to flooding.
In an analysis of Seattle area rain gardens, researchers estimated that each one can filter as many as 30,000 gallons of stormwater a year, enough to fill a bathtub 600 times. Another study in Burnsville, MN showed a 93% reduction in stormwater runoff volume after the installation of 17 rain gardens in a 5.3 acre neighborhood.
Green Infrastructure is Good for Your Wallet, Too.
It’s easy to see that integrating green infrastructure in urban areas and using the power of nature can have significant positive results for our cities and the environment. You too can introduce green infrastructure to your property while enjoying all the benefits—and it can be more accessible than you may think. It has been estimated that green infrastructure is 5%-30% less costly to construct and about 25% less costly over its life cycle than traditional infrastructure. On top of that, green infrastructure increases property value too.
Using green infrastructure in construction and increasing vegetation and tree cover can increase your property value, whether you’re a homeowner or developer. For an office building, adding landscape adds approximately 7% to the average rental rate. There’s benefit for retail too: consumers are willing to spend more on products, visit more frequently, or travel farther to shop in areas with attractive landscaping, good tree cover or green streets. For homeowners, green infrastructure can add great curb appeal and value to your home. Landscaping that is properly done can add 10%-15% to the value of a home.
There’s even more financial benefit with the lower energy bills that come with green infrastructure. Green roofs provide insulation and help keep buildings cold in the summer and warm in the winter. Research published by the National Research Council of Canada found that an extensive green roof reduced the daily energy demand for air conditioning in the summer by over 75%. Even just adding trees to your property can make a difference: trees can reduce the heat load on your home by 10% to 30% cutting air-conditioning costs in the summer and reducing heating requirements by a similar percentage in the winter.
Create a Rainplan to Find Green Infrastructure Opportunities on Your Property
Installing green infrastructure becomes even more appealing with government stormwater incentives and rebates which can significantly reduce installation costs. But the process to apply for these incentives can be burdensome, confusing and lengthy.
Rainplan can take care of all the hard work from start to finish. Discover which incentives are available to you with Rainplan’s online platform. After reviewing your Rainplan, if you are ready to move forward, Rainplan will then handle all of the paperwork, match you with reputable installers and green infrastructure experts and secure your funding upfront. With the help of Rainplan, you can install green infrastructure seamlessly and take pride in the financial, structural and environmental benefits that come with it.",wet weather turns water runoff stormwater runoff single largest cause water pollution flooding property damage according fema one inch rain cause damage home million us properties risk flooding year annual damages flooding us expected increase end century stormwater also poses massive threat water pollution water pollution comes pollutants carried stormwater runoff estimated trillion gallons untreated stormwater runoff containing everything raw sewage trash toxins enters us waterways city sewer systems every year polluting environment drinking water supplies green infrastructure like green roofs permeable pavers rain gardens flooding polluted water runoff modern methods sustainable water management focusing ways navigate stream pollution polluted runoff engineers developed ways offset water runoff rapidly entering waterways projects common preventing water pollution green roofs green roofs covered growing media vegetation soak rain enable infiltration evapotranspiration installing green roof property significantly reduce stormwater runoff reduce flood risk water pollution study done university toronto civil engineer co researchers school green roof innovation testing lab showed green roofs capacity capture average rainfall given time permeable pavers rainfall flows standard concrete driveways sideways impermeable surfaces contributes stormwater problems picking pollution overwhelming local water systems posing flood risk switch permeable pavers helps prevent flooding reduces pollution allowing water seep back ground filtered time example square foot driveway permeable pavers enable store close gallons water driveway additionally pavers four times stronger concrete last two times longer permeable pavers joints make flexible durable ground changes unlike concrete paveways crack earthquake ground beneath contracts expands also higher resale value concrete longer lifespan visual appearance rain gardens rain gardens also known bioretention shallow vegetated basins collect absorb stormwater runoff rooftops sidewalks streets according groundwater foundation compared conventional lawn rain gardens allow water soak ground rain gardens also effective removing nutrients chemicals sediments rainwater runoff rain garden neutralizes pollutants allows water soak ground rather overwhelming water systems contribute flooding analysis seattle area rain gardens researchers estimated one filter many gallons stormwater year enough fill bathtub times another study burnsville mn showed reduction stormwater runoff volume installation rain gardens acre neighborhood green infrastructure good wallet easy see integrating green infrastructure urban areas using power nature significant positive results cities environment introduce green infrastructure property enjoying benefits accessible may think estimated green infrastructure less costly construct less costly life cycle traditional infrastructure top green infrastructure increases property value using green infrastructure construction increasing vegetation tree cover increase property value whether homeowner developer office building adding landscape adds approximately average rental rate benefit retail consumers willing spend products visit frequently travel farther shop areas attractive landscaping good tree cover green streets homeowners green infrastructure add great curb appeal value home landscaping properly done add value home even financial benefit lower energy bills come green infrastructure green roofs provide insulation help keep buildings cold summer warm winter research published national research council canada found extensive green roof reduced daily energy demand air conditioning summer even adding trees property make difference trees reduce heat load home cutting air conditioning costs summer reducing heating requirements similar percentage winter create rainplan find green infrastructure opportunities property installing green infrastructure becomes even appealing government stormwater incentives rebates significantly reduce installation costs process apply incentives burdensome confusing lengthy rainplan take care hard work start finish discover incentives available rainplan online platform reviewing rainplan ready move forward rainplan handle paperwork match reputable installers green infrastructure experts secure funding upfront help rainplan install green infrastructure seamlessly take pride financial structural environmental benefits come
6,https://myrainplan.com/best-residential-rainwater-harvesting-system/,"Interested in investing in a rainwater harvesting system but do not know where to start? That’s ok. With a mountain of options, often complex local and state regulations, and confusing or nonexistent stormwater management incentives – it can be overwhelming to know what type of solution works best for you.
Using Rainwater
The kind of rainwater capture systems that are best for your situation is generally impacted by a few different metrics: (1) what size you are looking for, (2) the intended use of the water you are capturing, (3) your aesthetic preferences, and (4) local or state regulations.
Whether you own a 2,000 square foot (sq. ft.) residential home or a 20,000 sq. ft. commercial warehouse facility, the best residential rain water harvesting solution is the one that directly manages the stormwater generated by your impervious surface, potentially saves on property taxes or stormwater fees, and protects your local environment from potentially hazardous runoff that negatively impacts it.
Arguably the most crucial point to consider when you are considering investing in a rainwater harvesting system is the sizing of the system you want and the capacity for collection. A simple rain barrel attached to your gutter can be as small as 50 gallons and up to 250 gallons or more for multi-rain barrel combination systems. Cisterns, generally much larger than rain barrels, vary from as small as 500 gallons up to 5,000 gallons or more. Measuring your rain capture system varies dependent mainly on what style you are interested in, your budget, and the intended use you need for your situation. For example, large, galvanized metal cisterns can cost as much as $4,000 with delivery, whereas a simple, do-it-yourself food barrel conversion can be as cheap as $99. It is also important to remember that professional installation is often recommended (and sometimes required depending on your location) for larger systems (e.g. industrial cisterns). This is because of their weight, the need to create a stable foundation, and the connection to water collection systems (e.g. gutters) is more complex.
As mentioned above, another essential factor to consider when reviewing potential options for your rainwater capture system is the intended use of the water you are collecting. Rain captured through a rainwater harvesting system is often captured directly through a screened opening at the top of the system or through roofs that connect to a gutter/downspout. In most cases, the water captured is only safe for outdoor uses (e.g., car washing, gardening, etc.) and not for non-potable and potable uses (e.g., plumbing, drinking, bathing, cooking). If you are interested in a rainwater capture system for non-potable and potable uses, you should keep a few considerations in mind.
First, many cities and states in the U.S. have regulatory controls aimed at identifying and separating captured water from municipal water (treated/regulated city or state water). It is best practice to first connect with agencies that regulate water (e.g., Department of Water, Department of Environment) so they can provide you with direction.
Second, a system that is integrated into your home (e.g., for plumbing) will be more expensive than a system that is not because of the advanced nature of these systems (e.g., plumbing materials required, treatment of the water, and professional installation).
Third, the system should be sized correctly based on the intended use(s) and local geographic considerations. In other words, it is best practice to ensure that you have enough storage necessary for the use and that you live in an area where rainfall is plentiful enough to keep the system functional.
Aesthetic preferences are another consideration when deciding what rainwater harvesting system is best for your property. Rain barrels and cisterns are offered in a variety of different sizes. As well, both offer various styles tailored to aesthetic situations. In the case of rain, barrels are generally installed on residential property uses, so the styling is primarily catered towards matching the average home or blending in against an exterior wall. In the case of cisterns, they can be installed on larger, rural residential lots or, often, in commercial or industrial uses. Therefore, the style largely depends on where they will be placed (e.g. alongside exterior walls of a barn or on the roof of a downtown skyscraper).
Last but not least, the final rain water solutions must consider if they apply to local, county, and state regulations that may impact your choice(s) and installation. Nearly every city, county, and even some states in the U.S. have some kind of development code or regulatory ordinance text regulating what can be built or added to all types of property (e.g., municipal development policies/or codes). These codes include regulatory language to manage the infrastructure built on all types of lots. In some cases, your homeowner’s association (HOA) might also regulate the kind(s) of additions you can make to your property. It is best practice to understand what kind of impact they will have on your choice.
HELP!
Considering all of the above and understanding the impact on your property…investing in a rainwater harvesting system on your property probably seems like a nightmare, right? You have done all your research and maybe realized that there is so much information in existence that there is no way you can possibly manage everything with no issues. Fortunately for you, Rainplan has solved the headache of buying green infrastructure! We do this in a few ways:
We begin by identifying and pre-qualifying your property with an incentive(s) that match the situation and technology you are interested in. Through our Virtual Site Planning Sessions, you can simultaneously meet directly with your Rainplanner and qualified contractor! Finally, you receive tailor-made proposals when you are ready to start the initial project process.
Ready to set in motion your residential rainwater harvesting system?
Schedule a Free Virtual Site Visit with one of our Rainplanners to learn more about your property and get some ideas.",interested investing rainwater harvesting system know start ok mountain options often complex local state regulations confusing nonexistent stormwater management incentives overwhelming know type solution works best using rainwater kind rainwater capture systems best situation generally impacted different metrics size looking intended use water capturing aesthetic preferences local state regulations whether square foot sq ft residential home sq ft commercial warehouse facility best residential rain water harvesting solution one directly manages stormwater generated impervious surface potentially saves property taxes stormwater fees protects local environment potentially hazardous runoff negatively impacts arguably crucial point consider considering investing rainwater harvesting system sizing system want capacity collection simple rain barrel attached gutter small gallons gallons multi rain barrel combination systems cisterns generally much larger rain barrels vary small gallons gallons measuring rain capture system varies dependent mainly style interested budget intended use need situation example large galvanized metal cisterns cost much delivery whereas simple food barrel conversion cheap also important remember professional installation often recommended sometimes required depending location larger systems e g industrial cisterns weight need create stable foundation connection water collection systems e g gutters complex mentioned another essential factor consider reviewing potential options rainwater capture system intended use water collecting rain captured rainwater harvesting system often captured directly screened opening top system roofs connect gutter downspout cases water captured safe outdoor uses e g car washing gardening etc non potable potable uses e g plumbing drinking bathing cooking interested rainwater capture system non potable potable uses keep considerations mind first many cities states u regulatory controls aimed identifying separating captured water municipal water treated regulated city state water best practice first connect agencies regulate water e g department water department environment provide direction second system integrated home e g plumbing expensive system advanced nature systems e g plumbing materials required treatment water professional installation third system sized correctly based intended use local geographic considerations words best practice ensure enough storage necessary use live area rainfall plentiful enough keep system functional aesthetic preferences another consideration deciding rainwater harvesting system best property rain barrels cisterns offered variety different sizes well offer various styles tailored aesthetic situations case rain barrels generally installed residential property uses styling primarily catered towards matching average home blending exterior wall case cisterns installed larger rural residential lots often commercial industrial uses therefore style largely depends placed e g alongside exterior walls barn roof downtown skyscraper last least final rain water solutions must consider apply local county state regulations may impact choice installation nearly every city county even states u kind development code regulatory ordinance text regulating built added types property e g municipal development policies codes codes include regulatory language manage infrastructure built types lots cases homeowner association hoa might also regulate kind additions make property best practice understand kind impact choice help considering understanding impact property investing rainwater harvesting system property probably seems like nightmare right done research maybe realized much information existence way possibly manage everything issues fortunately rainplan solved headache buying green infrastructure ways begin identifying pre qualifying property incentive match situation technology interested virtual site planning sessions simultaneously meet directly rainplanner qualified contractor finally receive tailor made proposals ready start initial project process ready set motion residential rainwater harvesting system schedule free virtual site visit one rainplanners learn property get ideas
7,https://myrainplan.com/category/bmps/,"Interested in investing in a rainwater harvesting system but do not know where to start? That’s ok. With a mountain of options, often complex local and state regulations, and confusing or nonexistent stormwater management incentives – it can be...
With cities moving into stricter water conservation methods, it has never been a better time to transform commercial property drought landscaping. You might have heard of xeriscape gardens or done your own research for the best rain barrels. Still,...
What is a Rain Garden? A rain garden, also known as a rainwater garden or bioswale, is a type of green infrastructure designed to manage stormwater runoff or what you might call “rain drainage.” It has a shallow depression, where surface water accumulates and gets...
If you’re assessing a new property or putting one up for sale, you need to be informed. We’ve laid out the top issues that we hear from private property owners, some of the causes, and stormwater best management practices that we would usually recommend. The good news...",interested investing rainwater harvesting system know start ok mountain options often complex local state regulations confusing nonexistent stormwater management incentives cities moving stricter water conservation methods never better time transform commercial property drought landscaping might heard xeriscape gardens done research best rain barrels still rain garden rain garden also known rainwater garden bioswale type green infrastructure designed manage stormwater runoff might call rain drainage shallow depression surface water accumulates gets assessing new property putting one sale need informed laid top issues hear private property owners causes stormwater best management practices would usually recommend good news
8,https://myrainplan.com/category/case-study/,"If your property repeatedly flooded due to poor stormwater management and water coming from further uphill, what would you do to fix it? Would you try and control the flooding on your own lawn or go directly to the source? Even if that meant you pay your uphill...
www.myrainplan.com With green tech companies on the rise, we took a moment to poll some of our team on sustainable tech startups that are piquing their interest. Today is a great day (Happy Earth Day!) to talk about our mission to bridge the gap...
How Amy Butler’s Green Roof is Changing Her Neighborhood Client: Amy Butler Project: Residential Green Roof Geographic Area: Washington DC Metro Area “You know there’s Gladys on the corner, and she knows everything about everyone. The first time I wore...
How Tom Bulger Took Advantage of Rain Garden Incentives to Address Local Water Pollution Client: Tom Bulger Project: Rain Garden Geographic Area: Washington DC Metro Area A conversation about environmental gravitas ends in a story about fraternity brothers returning...",property repeatedly flooded due poor stormwater management water coming uphill would fix would try control flooding lawn go directly source even meant pay uphill www myrainplan com green tech companies rise took moment poll team sustainable tech startups piquing interest today great day happy earth day talk mission bridge gap amy butler green roof changing neighborhood client amy butler project residential green roof geographic area washington dc metro area know gladys corner knows everything everyone first time wore tom bulger took advantage rain garden incentives address local water pollution client tom bulger project rain garden geographic area washington dc metro area conversation environmental gravitas ends story fraternity brothers returning
9,https://myrainplan.com/category/commercial/,"With cities moving into stricter water conservation methods, it has never been a better time to transform commercial property drought landscaping. You might have heard of xeriscape gardens or done your own research for the best rain barrels. Still,...
They say, “good help is hard to find.” When it comes to property improvements…well, good help is still hard to find. Unfortunately, almost everyone either has their own story or, knows someone who has been burned by an ill-executed home...
When preparing to execute a significant construction project, stormwater pollution prevention is likely the last thing on your mind. However, if your project requires a permit, you’ve probably been confronted with SWPPP. Likely, this isn’t the first time...",cities moving stricter water conservation methods never better time transform commercial property drought landscaping might heard xeriscape gardens done research best rain barrels still say good help hard find comes property improvements well good help still hard find unfortunately almost everyone either story knows someone burned ill executed home preparing execute significant construction project stormwater pollution prevention likely last thing mind however project requires permit probably confronted swppp likely first time
