url,article
https://tbjgourmet.com,"TBJ Gourmet Bacon Jam
Bacon makes everything taste better. It is the ultimate food! But did you know there’s a way to enjoy the taste of bacon that actually makes it even ultimate-er?
TBJ Gourmet Bacon Jam is made with real bacon, brown sugar, and caramelized onions to create a delicious spread, dip, and marinade all in one. Each jar is full of enough sweet ‘n’ savory flavor to transform even the simplest snack into a feast that’ll have you coming back for seconds!
There’s a Bacon Jam for Every Occasion!
TBJ Gourmet Bacon Jam comes in a variety of flavors, including Original, Maple, Sweet Chili, and Honey Habanero.
Spread it on a sandwich! Pair it with cheese and crackers! Use it as dip for chips, an ingredient for sauces and dressings, or as a marinade for dinner meats and veggies! When it comes to bacon jam, the possibilities are endless.
Try Our Unique Bacon Jam & Other Products!
TBJ Gourmet’s many mouth-watering offerings also include our special homemade rubs and seasonings, such as Himalayan Ghost Salt, Smoked Bacon Salt, and Smoked Bacon Maple Sugar Rub.
Here at TBJ Gourmet, we make bacon jam and other unique products for foodies, by foodies. Bacon jam is our passion, and it’s a passion we’re excited to share with you. Order TBJ Gourmet Bacon Jam today and baconize your life!"
https://tbjgourmet.com/blogs/events,"May 9, 2015"
https://tbjgourmet.com/blogs/events/25316673-big-brew-sussex-augusta-nj,"When: May 9, 2015
Time: 1:30 - 5:30 pm
Where: Sussex County Fairgrounds / Augusta, NJ
Website: Click here for more information..."
https://tbjgourmet.com/blogs/news,"December 12 2022
A Hot Brown Sandwich from Kentucky is the ultimate Southern Comfort dish! It’s a delicious, mou...
December 1 2022
Southern dishes really are the best, aren't they? Fried green tomatoes are a classic! They are c...
November 23 2022
Good good sweet jam - in a pie! Are you looking for the perfect winter comfort food? Southern to...
November 18 2022
Move over strawberry jam, your Southern sister is in town! Strawberries are sweet, but tomatoes...
October 4 2022
I am happy to announce that TBJ Gourmet is bringing 'Chups Craft Condiments into the fold! Mat...
August 28 2022
Are you looking for a new crowd-pleasing pizza recipe for your family? Try Hawaiian Bacon Jam Pi...
August 18 2022
Are you looking for a delicious family dinner with a bacon jam twist? Well, we have the recipe f...
August 18 2022
Sticky Summer Shrimp! Are you looking for a new summer-time shrimp recipe? Look no further - t...
June 8 2022
Everyone needs a recipe for a summer dinner dish that is both super easy to make and also super s...
June 2 2022
The sun is shining. The air is fresh. Suddenly, you’re hungry… What’s a great chicken dinner ide...
May 26 2022
So, you’re having friends and family for a special gathering and need a unique idea of what to se...
May 19 2022
BBQ chicken is one of the easiest dinner options to make for your family and friends. This simp...
May 12 2022
Did someone say, RIBS?! Ribs are Tasty. Ribs are Juicy. Ribs are the perfect addition to your ...
May 5 2022
Pulled Pork Sliders are always a mouth-watering favorite at a family gathering. Add in some TBJ...
April 15 2022
There really is nothing quite as nice as a Shish Kebab meal on a warm summer night. The delic...
March 29 2022
No matter who you are or where you live, chances are that a warm grilled cheese is a favorite m...
March 18 2022
For many people, ham is the dish of choice for Easter. Whether it is for Easter Dinner or for...
March 16 2022
Spring Brunch Spring holidays are right around the corner, and it’s time to set your brunch menu...
February 21 2022
It’s sweet. It’s tangy. It’s bacon jam! Bacon jam is an absolute essential in your kitchen these...
February 8 2022
This Valentine’s Day, cook up something extra special - and extra delicious - when you prepare this special Porterhouse T-bone Steak with TBJ Sauce dinner, for you and your valentine.
February 2 2022
Many men feel pressured to create an extravagant day for Valentine’s Day. Boxes of chocolates, glittering diamonds, and bouquets of flowers have been exchanged for centuries, all in the name of love, on Valentine’s Day.
January 24 2022
How a CPG company can harness the power of Wefunder to focus on sustainability and upcycling By...
January 18 2022
Bacon jam is taking the world by storm. This delicious, crispy, smoky, savory condiment has blast...
January 4 2022
Bacon jam is the trendiest condiment of the ‘20s. It’s showing up everywhere, from the dinner tab...
December 21 2021
It happens to every cook at some point. You picked out the perfect recipe. You loaded up a grocer...
November 24 2021
True TBJ Gourmet bacon jam fans might think this jar of gooey goodness is delicious just by itsel...
November 19 2021
Bacon jam is taking the world by storm. This smoky, savory condiment pops up everywhere from gour...
November 15 2021
Bacon jam is the trending condiment right now. Its popularity is skyrocketing. It can be found in...
November 10 2021
If you haven’t tried TBJ Gourmet’s maple bacon jam yet, you’re in for a real treat. This tasty co...
November 5 2021
If you haven’t tried TBJ Gourmet bacon jam yet, you are really missing out. Not only is bacon jam...
November 1 2021
Bacon jam is a hot commodity right now. This delicious condiment combines sweet, savory, and smok...
September 27 2021
Bacon jam is a hot commodity right now. There’s a reason this tasty condiment is trending: its sa...
September 27 2021
Bacon jam is a trending condiment and with good reason. This delicious, savory concoction adds a ...
September 27 2021
When it comes to trending condiments, there’s a new king in town. Forget avocado toast; bacon jam...
September 27 2021
If you’re looking for an easy way to elevate any meal, bacon jam is the perfect addition to your ..."
https://tbjgourmet.com/blogs/news/10-ways-to-use-bacon-jam,"10 Ways To Enjoy Bacon Jam
""The beauty about bacon jam is that you can use it on anything and everything... its bacon in a jar!"" - a satisfied customer moments after tasting our Bacon Jam for the first time
1. On Top Of A Burger
2. A Tasty Topping For Homemade Pizza
3. The Ultimate Party Dip
4. With Your Eggs In The Morning
5. A Perfect Bacony Glaze For BBQ
6. With Your Pasta (because why not!)
7. Mixed With Your Veggies
8. In Your Grilled Cheese (this one changes lives)
9. Paired With Seafood... Especially Shrimp And Scallops
10. Right Out Of The Jar!
Get your bacon lover a jar today with our Valentine's Day Sale! Take 20% OFF your order using code ""BaconLove"""
https://tbjgourmet.com/blogs/news/10892917-the-bacon-bowl-fayetteville-arkansas,"The Bacon Bowl: Fayetteville Arkansas
Bacon is a journey not a destination and our journey to and from the 2013 Petit Jean Bacon Bowl in hip and happening Fayetteville, Arkansas was littered with… excitement? Eric and I decided to load our luggage to the breaking point with The Bacons Jams: Bacon Spread made with Petit Jean Premium Bacon and embarked at exactly the right time to get to the Philly airport 10 minutes before our flight. At this point Eric thinks its my fault that we were late and I chalk it up as a mutual thing.
We go home, rest and get back to the airport in time for a later flight. While in Charlotte for a layover (there were no pedicures with pink pig face toe nails), we found out that our original flight was grounded due to engine trouble with celebrity bacon lover and fellow guest of Petit Jean, Adam Poch, on it. After arriving late in Fayetteville we found out that Adam was put on a bus out of Memphis and not due to arrive until 5am the next morning. This 24 hour long journey for NY to Fayetteville was presumably worse than anything the Big Brother producers had thrown at him.
At this point I took full credit for making us late to that defunct flight. Upon settling into our hotel room, Eric set up the snack table. I know what you are thinking, the big kid who cooks for a living should have been the one to think of a snack table... not the skinny guy who eats tic tacs all day. Well, as I found out over the trip, Eric is a far more experienced traveler than I. The snack table had everything to sustain us over the weekend: fruit, granola bars, chips, vitamins, and yes Bacon Jams! We cruised Dickson Street, a mix of South Street and Old City, to get the lay of the land. I have to say Fayetteville seemed pretty cool and the folk were beyond friendly.
The next day we found out how cool it was. The volunteers from Youth Bridge Foundation and a local frat had the whole space set up and ready to JAM! We barely lifted a finger until it was time to give out the samples of The Bacon Jams. When that happened we learned two things. First, NWA (North West Arkansas not the rap group) love The Bacon Jams. Second, the folks from Fayetteville all know an exec from Walmart! We sampled all the local bacon fare including a pork belly sandwich on bacon weaved bread (that is weaved bacon cooked until crispy and used to substitute bread.) Afterword, a night on Dickson Street! Apparently, it was Halloween but we were sans costumes so I slipped into my old faithful, Tall Tony Stark. All in all, a great trip with fun people."
https://tbjgourmet.com/blogs/news/119875521-an-interview-with-skinny-pig-nyc,"An Interview With Skinny Pig NYC
We have had the pleasure of getting to know a lot of really great people on Instagram who create very delicious looking (and tasting) meals, snacks and other treats. Dara (aka Skinny Pig NYC) is by far one of our favorite people to watch create dishes using our bacon jam. Here is a quick interview with Dara and some things she has done with our products!
What is your favorite part about using The Bacon Jams?
I could literally eat it with a spoon and sometimes do.
First reaction to tasting The Bacon Jams?
Loved the packaging, loved the taste of the Red Chile & Garlic. That one is my favorite.
Thoughts on future use for The Bacon Jams?
I want to try and use it on pizza. It's a very strong flavor so I've been using it in small quantities but I want to try and make a bacon jam pesto of sorts for a pizza...
How do you like to use The Bacon Jams?
I use it on toast, on grilled cheese, on burgers, I even mix it in with sriracha/hummus to make a whole new bacon jam dip. It's perfect.
To check out more from Skinny Pig here is all of the social media she uses:"
https://tbjgourmet.com/blogs/news/12140637-chocolate-cherry-bacon-jam,"Chocolate Cherry Bacon Jam
We finally got caught up from the melee that was the Love Park Christmas Village, so now it is back to business. We promised our Kickstarter backers a series of featured flavors and now we are delivering on that promise, because we keep promises, because we are good people… most of us… some off us…. maybe one of us was good at one point.
The Bacon Jams Feature Flavor Chocolate Cherry Bacon Jam is a delectable treat. We started, as always, with the main ingredient, high quality bacon. After getting the bacon jam base to the right point, we started to play! Delicious fresh cherries went in next in order to infuse the entire batch with their unique flavor. Next we added premium dark chocolate, then we added some more, and then a little more. The batch became a molten cauldron of bubbling goodness. The test-tasters nodded and smiled. A sense of pride came over the crew, as we jammed it into the jars. It looks fantastic!
What was created is a perfect combination of salty bacon, semi sweet chocolate, and naturally delicious cherries.
Recommendations for this feature flavor include breakfast spread for whole grain toast, a decadent thick brioche french toast finisher, dipping your favorite cookies in it for dessert, and making the best banana split ever. Enjoy!"
https://tbjgourmet.com/blogs/news/12475909-ac-rv,"AC RV
February 24 2014·
February 24 2014·
I have decided that The Bacon Jams should buy a RV and tour the country making and serving bacon jams. Now, I know this was Bruce’s original goal back in the beginning, and I am willing to admit he was right. After getting into all the amazing RV’s at the show, I was blown away. Most of them were bigger than my apartment and they were all nicer. Obviously, we will need a big kitchen and sleeping quarters for the whole team. The vehicle will have to be painted The only question is, who is going to drive?"
https://tbjgourmet.com/blogs/news/12619969-where-do-you-jam,"Where do you Jam?
February 28 2014·
February 28 2014·
As we are planning our schedule for the rest of the year, we thought it would be nice to know what events our friends and fans think we should be a part of. So, hit us with your suggestions for events, show, and festivals where you would like to see The Bacon Jams spread the bacon jam."
